Gender,Age,Suspect-ethnicity,Officer-ethnicity,Object of search,Outcome
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Female,25-34,Mixed - Any other Mixed ethnic background (M9),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - Any other White ethnic background (W9),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,over 34,White - Any other White ethnic background (W9),White,Controlled drugs,Nothing found - no further action
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Offensive weapons,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - White British (W1),White,Offensive weapons,Nothing found - no further action
Male,over 34,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect summonsed to court
Female,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Controlled drugs,Suspect arrested
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,Black or Black British - Any other Black ethnic background (B9),Black,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,10-17,White - Any other White ethnic background (W9),White,Controlled drugs,Suspect arrested
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Suspect arrested
Male,10-17,Black or Black British - African (B2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,,Black,Offensive weapons,Nothing found - no further action
Male,18-24,,Black,Offensive weapons,Suspect arrested
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,Not Stated (NS),White,Offensive weapons,Nothing found - no further action
Male,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,Chinese or other ethnic group - Any other ethnic group (O9),Asian,Article for use in theft,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Stolen goods,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,10-17,Not Stated (NS),Asian,Controlled drugs,Nothing found - no further action
Male,10-17,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Offender given drugs possession warning
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Nothing found - no further action
Female,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,,Nothing found - no further action
Male,over 34,Not Stated (NS),White,,Nothing found - no further action
Male,over 34,White - White British (W1),White,,Nothing found - no further action
Male,over 34,White - White British (W1),White,,Nothing found - no further action
Male,10-17,White - White British (W1),White,,Nothing found - no further action
Male,over 34,White - White British (W1),White,,Nothing found - no further action
Male,over 34,White - White British (W1),White,Offensive weapons,Suspect arrested
Male,over 34,Not Stated (NS),White,Article for use in theft,Article found - Detailed outcome unavailable
Female,18-24,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,,Black,Controlled drugs,Nothing found - no further action
Male,over 34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Female,18-24,White - White British (W1),White,Stolen goods,Offender given drugs possession warning
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Female,10-17,White - White British (W1),White,Stolen goods,Suspect arrested
Male,over 34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,18-24,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Nothing found - no further action
Male,18-24,White - White British (W1),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Offender given drugs possession warning
Male,18-24,White - Any other White ethnic background (W9),White,Controlled drugs,Article found - Detailed outcome unavailable
Male,25-34,White - White British (W1),White,Controlled drugs,Suspect arrested
Male,18-24,Black or Black British - African (B2),Black,Controlled drugs,Offender given drugs possession warning
Male,,White - White British (W1),White,Controlled drugs,Offender given penalty notice
Male,25-34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,Asian or Asian British - Indian (A1),Asian,Stolen goods,Nothing found - no further action
Male,over 34,White - White British (W1),White,Article for use in theft,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Nothing found - no further action
Male,25-34,Mixed - White and Black Caribbean (M1),Black,Controlled drugs,Nothing found - no further action
Female,18-24,White - White British (W1),White,Stolen goods,Nothing found - no further action
Male,18-24,Black or Black British - Caribbean (B1),Black,Controlled drugs,Suspect arrested
Male,18-24,,Black,Controlled drugs,Suspect arrested
Male,over 34,White - Any other White ethnic background (W9),White,Article for use in theft,Nothing found - no further action
Male,over 34,White - Any other White ethnic background (W9),White,Stolen goods,Nothing found - no further action
Male,25-34,White - White British (W1),White,Controlled drugs,Offender given drugs possession warning
Male,over 34,Asian or Asian British - Pakistani (A2),Asian,Controlled drugs,Article found - Detailed outcome unavailable
Male,18-24,White - White British (W1),White,Controlled drugs,Suspect arrested
